,city_name,cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
361,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
362,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
363,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
364,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
365,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
366,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
367,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
368,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
369,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
370,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
371,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
372,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
373,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
374,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
375,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
376,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
377,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
378,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
379,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
380,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
381,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
382,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
383,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
384,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
385,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
386,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
387,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
388,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
389,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
390,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
391,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
392,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
393,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
394,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
395,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
396,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
397,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
398,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
399,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
400,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
401,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
402,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
403,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
404,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
405,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
406,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
407,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
408,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
409,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
410,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
411,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
412,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
413,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
414,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
415,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
416,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
417,City,0,AU,1598726615,81,-35.28,149.13,37,1.99
